Date,High,Low,Volume,Close,Open,5SMA,30SMA,200SMA,CornClose,OilPrices,Volatility,MACD,adjUSDollarIndex,AvgTrueRange,DiscreteProfit
9/11/2013,1689.130005,1678.699951,3135460000,1689.130005,1681.040039,1671.015991,1669.190666,1572.200447,1.81,25.440001,13.82,13.41,79.879997,15.45142471,0
9/12/2013,1689.969971,1681.959961,3106290000,1683.420044,1689.209961,1676.684009,1669.113668,1573.586097,1.81,25.66,14.29,11.08,79.769997,14.82713971,1
9/13/2013,1688.72998,1682.219971,2736500000,1687.98999,1685.040039,1683.247998,1668.484334,1575.031348,1.78,25.66,14.16,4.63,80.120003,14.57500343,1
9/16/2013,1704.949951,1691.699951,3079800000,1697.599976,1691.699951,1688.426001,1668.081999,1576.469697,1.79,25.110001,14.42,-0.25,79.940002,14.8228585,1
9/17/2013,1705.52002,1697.72998,2774240000,1704.76001,1697.72998,1692.580005,1668.002665,1577.913748,1.78,24.860001,14.53,-18.84,80.059998,13.40786307,1
9/18/2013,1729.439941,1700.349976,3989760000,1725.52002,1705.73999,1699.858008,1668.940999,1579.460447,1.76,25.51,13.59,-17.37,80.370003,14.50642607,0
9/19/2013,1729.859985,1720.199951,3740130000,1722.339966,1727.339966,1707.641992,1669.988664,1581.024847,1.78,25.1,13.16,-9.32,80.419998,14.08714071,0
9/20/2013,1725.22998,1708.890015,5074030000,1709.910034,1722.439941,1712.026001,1670.402999,1582.539147,1.76,24.870001,13.12,-4.71,80.360001,14.395002,0
9/23/2013,1711.439941,1697.099976,3126950000,1701.839966,1711.439941,1712.873999,1670.75033,1584.001947,1.75,24.52,14.31,-2.24,80.260002,14.10642771,0
9/24/2013,1707.630005,1694.900024,3268930000,1697.420044,1702.599976,1711.406006,1671.015332,1585.419348,1.74,24.5,14.08,1.25,80.480003,13.70785943,0
9/25/2013,1701.709961,1691.880005,3148730000,1692.77002,1698.02002,1704.856006,1670.968998,1586.792848,1.74,24.27,14.01,-4.43,80.5,13.97427786,1
9/26/2013,1703.849976,1693.109985,2813930000,1698.670044,1694.050049,1700.122022,1671.411666,1588.193448,1.75,24.41,14.06,1.73,79.650002,13.03642036,0
9/27/2013,1695.52002,1687.109985,2951700000,1691.75,1695.52002,1696.490015,1672.426001,1589.512998,1.76,24.33,15.46,10.84,79.639999,12.631426,0
9/30/2013,1687.26001,1674.98999,3308630000,1681.550049,1687.26001,1692.432031,1673.283338,1590.778348,1.76,24.23,16.6,-0.61,79.68,12.9442835,1
10/1/2013,1696.550049,1682.069946,3238690000,1695,1682.410034,1691.948023,1674.914669,1592.156099,1.7,24.15,15.54,1.6,79.239998,13.27070821,0
10/2/2013,1693.869995,1680.339966,3148600000,1693.869995,1691.900024,1692.168018,1676.29867,1593.557549,1.69,24.65,16.6,15.86,79.260002,13.74570993,0
10/3/2013,1692.349976,1670.359985,3279650000,1678.660034,1692.349976,1688.166016,1677.494002,1594.799049,1.7,24.450001,17.67,6.35,79.190002,14.95999571,1
10/4/2013,1691.939941,1677.329956,2880270000,1690.5,1678.790039,1687.916016,1678.612004,1596.017599,1.7,24.559999,16.74,21.94,79.18,14.79214029,0
10/7/2013,1687.150024,1674.699951,2678490000,1676.119995,1687.150024,1686.830005,1679.03267,1597.219149,1.72,24.459999,19.41,43.71,79.25,15.35499779,0
10/8/2013,1676.790039,1655.030029,3569230000,1655.449951,1676.219971,1678.919995,1678.988334,1598.277949,1.74,24.559999,20.34,48.83,79.629997,14.83142957,1
10/9/2013,1662.469971,1646.469971,3577840000,1656.400024,1656.98999,1671.426001,1679.852336,1599.409199,1.74,24.02,19.6,24.32,79.75,15.28428429,1
10/10/2013,1692.560059,1660.880005,3362300000,1692.560059,1660.880005,1674.206006,1681.772339,1600.738699,1.7,24.41,16.48,22.29,80.199997,16.70000357,1
10/11/2013,1703.439941,1688.52002,2944670000,1703.199951,1691.089966,1676.745996,1683.940003,1602.155549,1.68,24.17,15.72,20.92,80.730003,16.741429,1
10/14/2013,1711.030029,1692.130005,2580580000,1710.140015,1699.859985,1683.55,1686.512337,1603.615749,1.68,24.26,16.07,36.57,80.550003,17.18214636,0
10/15/2013,1711.569946,1695.930054,3327740000,1698.060059,1709.170044,1692.072022,1688.455339,1605.093899,1.7,23.950001,18.66,20.34,80.709999,17.59714179,1
10/16/2013,1721.76001,1700.48999,3486180000,1721.540039,1700.48999,1705.100025,1690.737341,1606.570649,1.71,24.299999,14.71,15.5,80.480003,18.49857,1
10/17/2013,1733.449951,1714.119995,3453590000,1733.150024,1720.170044,1713.218018,1693.339677,1607.924299,1.72,23.91,13.48,8.9,80.82,19.05356264,1
10/18/2013,1745.310059,1735.73999,3664890000,1744.5,1736.719971,1721.478027,1696.317342,1609.349949,1.72,23.969999,13.04,11.44,81.209999,18.724993,1
10/21/2013,1747.790039,1740.670044,3052710000,1744.660034,1745.199951,1728.382031,1698.749011,1610.7409,1.7,23.59,13.16,4.27,81.089996,18.1621355,1
10/22/2013,1759.329956,1746.47998,3850840000,1754.670044,1746.47998,1739.704028,1701.105013,1612.2048,1.72,23.24,13.33,13.67,81.190002,18.16284179,0
10/23/2013,1752.27002,1740.5,3713380000,1746.380005,1752.27002,1744.672021,1703.013346,1613.65095,1.71,22.879999,13.42,10.1,80.93,17.49570136,1
10/24/2013,1753.939941,1745.5,3671700000,1752.069946,1747.47998,1748.456006,1705.301676,1615.106199,1.7,22.93,13.2,5.34,80.980003,17.05498393,1
10/25/2013,1759.819946,1752.449951,3175720000,1759.77002,1756.01001,1751.51001,1707.694344,1616.544449,1.69,23.17,13.09,4.87,80.839996,16.47998043,1
10/28/2013,1764.98999,1757.670044,3282300000,1762.109985,1759.420044,1755,1709.844678,1617.994749,1.66,23.33,13.31,-3.13,80.830002,15.44854729,1
10/29/2013,1772.089966,1762.930054,3358460000,1771.949951,1762.930054,1758.455981,1712.084342,1619.501099,1.66,23.219999,13.41,5.23,80.699997,15.01854593,0
10/30/2013,1775.219971,1757.23999,3523040000,1763.310059,1772.27002,1761.841992,1713.34401,1620.955949,1.66,22.82,13.65,11.63,81.110001,13.71997064,0
10/31/2013,1768.530029,1755.719971,3826530000,1756.540039,1763.23999,1762.736011,1714.484013,1622.375499,1.67,22.709999,13.75,8.39,81.050003,13.56926614,1
11/1/2013,1765.670044,1752.699951,3686290000,1761.640015,1758.699951,1763.11001,1716.208346,1623.779,1.65,22.299999,13.28,4.57,80.709999,13.14569964,1
11/4/2013,1768.780029,1761.560059,3194870000,1767.930054,1763.400024,1764.274024,1718.411349,1625.18875,1.65,22.26,12.93,10.58,80.919998,12.54427664,0
11/5/2013,1767.030029,1755.76001,3516680000,1762.969971,1765.670044,1762.478028,1720.596346,1626.5408,1.65,21.98,13.27,5.08,80.610001,11.72071186,1
11/6/2013,1773.73999,1764.400024,3322100000,1770.48999,1765,1763.914014,1723.187012,1627.919199,1.64,22.35,12.68,28.32,80.739998,11.10928779,0
11/7/2013,1774.540039,1746.199951,4143200000,1747.150024,1770.73999,1762.036011,1724.803011,1629.18085,1.63,22.200001,13.91,9.55,80.580002,12.26500586,1
11/8/2013,1770.780029,1747.630005,3837170000,1770.609985,1748.369995,1763.830005,1727.431677,1630.5191,1.62,22.23,12.9,12.31,80.68,13.44429229,1
11/11/2013,1773.439941,1767.849976,2534060000,1771.890015,1769.959961,1764.621997,1730.443009,1631.87765,1.68,22.41,12.53,18.56,80.910004,12.79572393,0
11/12/2013,1771.780029,1762.290039,3221030000,1767.689941,1769.51001,1765.565991,1732.866007,1633.176899,1.68,21.940001,12.82,8.29,80.620003,12.4692905,1
11/13/2013,1782,1760.640015,3327480000,1782,1764.369995,1767.867993,1735.803674,1634.5771,1.66,22.139999,12.52,3.16,80.629997,13.39215079,1
11/14/2013,1791.530029,1780.219971,3139060000,1790.619995,1782.75,1776.561987,1739.535673,1636.03965,1.65,22.16,12.37,-2.45,80.269997,13.64644064,1
11/15/2013,1798.219971,1790.660034,3254820000,1798.180054,1790.660034,1782.076001,1743.125008,1637.4647,1.64,22.110001,12.19,3.97,80.269997,13.66644279,0
11/18/2013,1802.329956,1788,3168520000,1791.530029,1798.819946,1786.004004,1746.972009,1638.9438,1.61,21.92,13.1,7.46,80.129997,13.97715529,0
11/19/2013,1795.51001,1784.719971,3224450000,1787.869995,1790.790039,1790.040015,1751.386011,1640.3267,1.59,22.02,13.42,14.49,79.970001,13.463588,0
11/20/2013,1795.72998,1777.22998,3109140000,1781.369995,1789.589966,1789.914014,1755.551676,1641.67295,1.6,21.93,13.4,3.1,79.889999,13.87001243,1
11/21/2013,1797.160034,1783.52002,3256630000,1795.849976,1783.52002,1790.96001,1758.994674,1643.10525,1.61,22.32,12.66,-3.22,80.199997,14.07143714,1
11/22/2013,1804.839966,1794.699951,3055140000,1804.76001,1797.209961,1792.276001,1762.380009,1644.539399,1.62,22.209999,12.26,-0.85,80.209999,14.28001179,0
11/25/2013,1808.099976,1800.579956,2998540000,1802.47998,1806.329956,1794.465991,1765.458008,1645.966749,1.62,22.07,12.79,-1.47,80.07,13.94786721,1
11/26/2013,1808.420044,1800.77002,3427120000,1802.75,1802.869995,1797.441992,1768.947673,1647.383349,1.6,21.959999,12.81,-5.86,80.059998,13.72501043,1
11/27/2013,1808.27002,1802.77002,2613590000,1807.22998,1803.47998,1802.613989,1771.804004,1648.817849,1.6,21.610001,12.98,-5.19,80.110001,12.09500557,0
11/29/2013,1813.550049,1803.97998,1598300000,1805.810059,1808.689941,1804.606006,1774.226005,1650.239999,1.6,21.82,13.7,-1.72,80.629997,11.09072443,0
12/2/2013,1810.02002,1798.599976,3095430000,1800.900024,1806.550049,1803.834009,1776.106006,1651.645549,1.59,21.969999,14.23,2.83,80.580002,11.50715864,0
12/3/2013,1800.099976,1787.849976,3475680000,1795.150024,1800.099976,1802.368017,1777.789006,1652.9666,1.59,22.559999,14.55,4.96,80.449997,11.75359236,0
12/4/2013,1799.800049,1779.089966,3610540000,1792.810059,1793.150024,1800.380029,1779.060339,1654.3709,1.62,22.82,14.7,12.85,80.529999,11.70717079,0
12/5/2013,1792.819946,1783.380005,3336880000,1785.030029,1792.819946,1795.940039,1780.348673,1655.78395,1.63,22.85,15.08,-4.12,80.480003,11.573591,1
12/6/2013,1806.040039,1788.359985,3150030000,1805.089966,1788.359985,1795.79602,1782.116007,1657.2314,1.63,22.950001,13.79,-6.02,80.389999,12.53145057,1
12/9/2013,1811.52002,1806.209961,3129500000,1808.369995,1806.209961,1797.290015,1783.736007,1658.834,1.64,22.860001,13.49,-1.48,80,11.96717186,0
12/10/2013,1808.52002,1801.75,3117150000,1802.619995,1807.599976,1798.784009,1785.08634,1660.362401,1.65,23.129999,13.91,16.6,80.040001,11.68002764,0
12/11/2013,1802.969971,1780.089966,3472240000,1782.219971,1802.76001,1796.665991,1785.428674,1661.69355,1.65,22.870001,15.35,23.92,80.629997,11.99288514,0
12/12/2013,1782.98999,1772.280029,3306640000,1775.5,1781.709961,1794.759985,1785.835006,1662.99765,1.62,22.889999,15.54,27.8,80.790001,11.63002243,0
12/13/2013,1780.920044,1772.449951,3061070000,1775.319946,1777.97998,1788.805981,1786.461003,1664.28325,1.61,22.66,15.76,22.45,80.650002,11.51074229,1
12/16/2013,1792.219971,1777.47998,3209890000,1786.540039,1777.47998,1784.43999,1787.291003,1665.589951,1.58,22.85,16.030001,32.72,80.830002,12.18074264,0
12/17/2013,1786.77002,1777.050049,3270030000,1781,1786.469971,1780.115991,1787.726668,1666.796,1.59,22.790001,16.209999,10.69,81.040001,12.328596,1
12/18/2013,1811.079956,1767.98999,4327770000,1810.650024,1781.459961,1785.802002,1789.316003,1668.141951,1.6,22.93,13.8,16.4,81.010002,15.01216357,0
12/19/2013,1810.880005,1801.349976,3497210000,1809.599976,1809,1792.621997,1790.61967,1669.468651,1.6,23.120001,14.15,11.21,80.660004,15.00930357,1
12/20/2013,1823.75,1810.25,5097700000,1818.319946,1810.390015,1801.221997,1792.992,1670.80435,1.63,23.24,13.79,5.11,80.510002,15.20430214,1
12/23/2013,1829.75,1822.920044,2851540000,1827.98999,1822.920044,1809.511987,1794.904667,1672.1632,1.63,23.17,13.04,2.02,80.610001,15.08858829,1
12/24/2013,1833.319946,1828.02002,1307630000,1833.319946,1828.02002,1819.975976,1796.952331,1673.5674,1.63,23.280001,12.48,-5.17,81,13.99000779,1
12/26/2013,1842.839966,1834.959961,1982270000,1842.02002,1834.959961,1826.249976,1799.430001,1675.0049,1.62,23.34,12.33,-4.71,80.900002,13.99572771,0
12/27/2013,1844.890015,1839.810059,2052920000,1841.400024,1842.969971,1832.609985,1801.410002,1676.39575,1.61,23.48,12.46,-5.32,81.260002,12.85786671,0
12/30/2013,1842.469971,1838.77002,2293860000,1841.069946,1841.469971,1837.159985,1803.091667,1677.7976,1.6,23.27,13.56,-13.07,81.099998,12.66285936,1
12/31/2013,1849.439941,1842.410034,2312840000,1848.359985,1842.609985,1841.233984,1804.764331,1679.2789,1.59,23.120001,13.72,0.41,81.169998,12.77714329,0
1/2/2014,1845.859985,1827.73999,3080600000,1831.97998,1845.859985,1840.965991,1806.112663,1680.6971,1.59,22.33,14.23,-0.5,80.440002,12.615714,0
1/3/2014,1838.23999,1829.130005,2774270000,1831.369995,1833.209961,1838.835986,1807.562663,1682.0604,1.57,22,13.76,3.61,80.459999,12.50143,0
1/6/2014,1837.160034,1823.72998,3294850000,1826.77002,1832.310059,1835.909985,1809.075997,1683.46525,1.61,21.92,13.55,-6.45,80.5,12.85571293,1
1/7/2014,1840.099976,1828.709961,3511750000,1837.880005,1828.709961,1835.271997,1810.476998,1684.8702,1.61,21.950001,12.92,-6.22,80.57,12.600708,0
1/8/2014,1840.02002,1831.400024,3652140000,1837.48999,1837.900024,1833.097998,1811.567997,1686.2992,1.59,21.629999,12.87,-7.98,80.510002,12.52213836,1
1/9/2014,1843.22998,1830.380005,3581150000,1838.130005,1839,1834.328003,1812.756331,1687.671,1.55,21.6,12.89,-13.29,81.089996,10.362139,1
1/10/2014,1843.150024,1832.430054,3335710000,1842.369995,1840.060059,1836.528003,1814.076998,1689.0686,1.54,21.68,12.14,6.14,81.269997,10.44713479,0
1/13/2014,1843.449951,1815.52002,3591350000,1819.199951,1841.26001,1835.013989,1814.475997,1690.31865,1.62,21.41,13.28,-13.14,81.010002,11.43141386,1
1/14/2014,1839.26001,1821.359985,3353270000,1838.880005,1821.359985,1835.213989,1815.578328,1691.7022,1.62,21.57,12.28,-22.48,81.120003,12.04784279,1
1/15/2014,1850.839966,1840.52002,3777800000,1848.380005,1840.52002,1837.391992,1817.160994,1693.09285,1.61,22.07,12.28,-23.36,81.029999,12.52141457,0
1/16/2014,1847.98999,1840.300049,3491310000,1845.890015,1847.98999,1838.943994,1818.852327,1694.553851,1.61,21.99,12.53,-21.19,80.889999,12.41855286,0
1/17/2014,1846.040039,1835.22998,3626120000,1838.699951,1844.22998,1838.209985,1820.381991,1695.947451,1.6,21.99,12.44,-30.44,80.690002,12.82784593,1
1/21/2014,1849.310059,1832.380005,3782470000,1843.800049,1841.050049,1843.130005,1822.340991,1697.400051,1.58,22.24,12.87,-36.47,80.669998,13.77285329,1
1/22/2014,1846.869995,1840.880005,3374170000,1844.859985,1844.709961,1844.326001,1823.666658,1698.809001,1.6,22.639999,12.84,-27.82,80.629997,13.60285293,0
1/23/2014,1842.290039,1820.060059,3972250000,1828.459961,1842.290039,1840.341992,1824.336324,1700.108251,1.62,22.719999,13.77,0.92,80.68,13.90141943,0
1/24/2014,1826.959961,1790.290039,4618450000,1790.290039,1826.959961,1829.221997,1823.925325,1701.121051,1.62,22.620001,17.879999,5.57,80.290001,15.97712921,0
1/27/2014,1795.97998,1772.880005,4045200000,1781.560059,1791.030029,1817.794019,1823.903328,1702.062001,1.62,22.33,17.42,-4.37,80.129997,16.66783786,1
1/28/2014,1793.869995,1779.48999,3437830000,1792.5,1783,1807.534009,1824.469995,1703.080251,1.62,22.700001,15.8,12.81,80.010002,16.74284136,0
1/29/2014,1790.150024,1770.449951,3964020000,1774.199951,1790.150024,1793.402002,1824.432662,1704.189451,1.61,22.719999,17.35,-5.09,80.169998,17.70213086,1
1/30/2014,1798.77002,1777.170044,3547510000,1794.189941,1777.170044,1786.547998,1824.687659,1705.287551,1.61,22.870001,17.290001,6.61,80.290001,18.53928043,0
1/31/2014,1793.880005,1772.26001,4059690000,1782.589966,1790.880005,1785.007983,1824.740658,1706.440451,1.62,22.74,18.41,44.4,80.239998,19.33999193,0
2/3/2014,1784.829956,1739.660034,4726040000,1741.890015,1782.680054,1777.073975,1822.448657,1707.441851,1.65,22.530001,21.440001,36.31,80.209999,20.57141986,1
2/4/2014,1758.72998,1743.819946,4068410000,1755.199951,1743.819946,1769.613965,1820.635323,1708.441601,1.65,22.700001,19.110001,47.47,80.150002,20.34141314,0
2/5/2014,1755.790039,1737.920044,3984290000,1751.640015,1753.380005,1765.101978,1818.412659,1709.387301,1.65,22.67,19.950001,35.58,80.410004,20.76355843,1
2/6/2014,1774.060059,1752.98999,3825410000,1773.430054,1752.98999,1760.95,1816.593994,1710.360551,1.67,22.84,17.23,22.27,80.290001,21.78785043,1
2/7/2014,1798.030029,1776.01001,3775990000,1797.02002,1776.01001,1763.836011,1815.383997,1711.451701,1.67,23.379999,15.31,25.93,79.779999,22.77284443,1
2/10/2014,1799.939941,1791.829956,3312160000,1799.839966,1796.199951,1775.426001,1813.977995,1712.525101,1.67,23.360001,15.26,12.47,80.07,22.1428395,1
2/11/2014,1823.540039,1800.410034,3699380000,1819.75,1800.449951,1788.336011,1813.256327,1713.712651,1.66,23.35,14.51,17.07,80.160004,23.40784543,0
2/12/2014,1826.550049,1815.969971,3326380000,1819.26001,1820.119995,1801.86001,1812.529329,1714.840901,1.67,23.459999,14.3,10.34,80.110001,22.392142,1
2/13/2014,1830.25,1809.219971,3289510000,1829.829956,1814.819946,1813.13999,1811.911662,1716.002201,1.66,23.51,14.14,5.07,79.68,21.16786393,1
2/14/2014,1841.650024,1825.589966,3114750000,1838.630005,1828.459961,1821.461987,1812.133329,1717.281851,1.66,23.51,13.57,4.85,79.720001,20.66501271,1
2/18/2014,1842.869995,1835.01001,3421110000,1840.76001,1839.030029,1829.645996,1812.44633,1718.497701,1.68,24.07,13.87,17.05,79.75,20.199297,0
2/19/2014,1847.5,1826.98999,3661570000,1828.75,1838.900024,1831.445996,1812.512329,1719.569351,1.69,24.23,15.5,8.81,79.769997,20.08929421,1
2/20/2014,1842.790039,1824.579956,3404980000,1839.780029,1829.23999,1835.55,1812.575663,1720.680751,1.7,24.209999,14.79,14.72,79.610001,19.6350095,0
2/21/2014,1846.130005,1835.599976,3403880000,1836.25,1841.069946,1836.834009,1812.53433,1721.732202,1.7,24.09,14.68,6.54,79.620003,18.82073079,1
2/24/2014,1858.709961,1836.780029,4014530000,1847.609985,1836.780029,1838.630005,1812.85033,1722.806802,1.68,24.15,14.23,11.11,79.440002,17.19859071,0
2/25/2014,1852.910034,1840.189941,3515560000,1845.119995,1847.660034,1839.502002,1812.941996,1723.899052,1.68,24.01,13.67,12.85,79.389999,16.90431414,1
2/26/2014,1852.650024,1840.660034,3716730000,1845.160034,1845.790039,1842.784009,1813.807332,1724.956352,1.71,24.120001,14.35,6.74,79.410004,16.48431379,1
2/27/2014,1854.530029,1841.130005,3547460000,1854.290039,1844.900024,1845.686011,1814.321,1726.058952,1.7,24.07,14.04,4.05,79.989998,15.84002664,1
2/28/2014,1867.920044,1847.670044,3917450000,1859.449951,1855.119995,1850.326001,1814.689998,1727.104502,1.68,24.129999,14,17.97,80.209999,15.52931414,0
3/3/2014,1857.680054,1834.439941,3428220000,1845.72998,1857.680054,1849.95,1814.684664,1728.039252,1.76,24.709999,16,-6.14,80.110001,16.73645879,1
3/4/2014,1876.22998,1849.22998,3765770000,1873.910034,1849.22998,1855.708008,1815.858333,1729.156452,1.74,24.360001,14.1,-4.51,79.93,17.22216786,0
3/5/2014,1876.530029,1871.109985,3392990000,1873.810059,1874.050049,1861.438013,1816.858667,1730.188152,1.79,23.799999,13.89,-8.32,79.940002,16.853594,1
3/6/2014,1881.939941,1874.180054,3360450000,1877.030029,1874.180054,1865.986011,1817.931002,1731.241852,1.81,24.02,14.21,-10.47,79.980003,15.93215493,1
3/7/2014,1883.569946,1870.560059,3564740000,1878.040039,1878.52002,1869.704028,1819.583671,1732.286252,1.82,24.18,14.11,-11.47,80.110001,15.71428557,0
3/10/2014,1877.869995,1867.040039,3021350000,1877.170044,1877.859985,1875.992041,1822.479671,1733.395353,1.79,23.790001,14.2,-4.8,80.18,15.93857236,0
3/11/2014,1882.349976,1863.880005,3392400000,1867.630005,1878.26001,1874.736035,1825.348669,1734.480953,1.78,23.48,14.8,-7.1,80.099998,15.79285529,1
3/12/2014,1868.380005,1854.380005,3270860000,1868.199951,1866.150024,1873.614014,1827.872001,1735.573953,1.8,23.120001,14.47,11.9,80.080002,15.49213507,0
3/13/2014,1874.400024,1841.859985,3670990000,1846.339966,1869.060059,1867.476001,1830.276668,1736.505352,1.8,23.139999,16.219999,16.82,80.220001,17.06427864,0
3/14/2014,1852.439941,1839.569946,3285460000,1841.130005,1845.069946,1860.093994,1831.841337,1737.469202,1.77,23.290001,17.82,3,80.470001,16.37928107,1
3/17/2014,1862.300049,1842.810059,2860490000,1858.829956,1842.810059,1856.425977,1834.38267,1738.491302,1.79,23,15.64,-7.21,80.419998,16.982849,1
3/18/2014,1873.76001,1858.920044,2930190000,1872.25,1858.920044,1857.349976,1838.728003,1739.698852,1.8,23.299999,14.52,3.38,80.220001,17.19285357,0
3/19/2014,1874.140015,1850.349976,3289210000,1860.77002,1872.25,1855.863989,1842.247005,1740.800602,1.81,23.379999,15.12,-7.5,79.75,17.9349975,1
3/20/2014,1873.48999,1854.630005,3327540000,1872.01001,1860.089966,1860.997998,1846.259338,1742.003752,1.78,23.309999,14.52,-2.72,79.480003,17.83571071,0
3/21/2014,1883.969971,1863.459961,5270710000,1866.52002,1874.530029,1866.076001,1849.362337,1743.291852,1.76,23.49,15,4.68,79.379997,17.51428214,0
3/24/2014,1873.339966,1849.689941,3409000000,1857.439941,1867.670044,1865.797998,1851.376335,1744.466251,1.81,23.440001,15.09,-2.9,79.449997,17.02499821,1
3/25/2014,1871.869995,1855.959961,3200560000,1865.619995,1859.47998,1864.471997,1853.569002,1745.577451,1.81,23.42,14.02,9.43,79.730003,17.77428321,0
3/26/2014,1875.920044,1852.560059,3480850000,1852.560059,1867.089966,1862.830005,1854.662671,1746.626201,1.79,23.67,14.93,13.17,79.800003,18.86214771,0
3/27/2014,1855.550049,1842.109985,3733430000,1849.040039,1852.109985,1858.236011,1855.655339,1747.740751,1.82,23.940001,14.62,7.29,79.82,18.89287464,1
3/28/2014,1866.630005,1850.069946,2955520000,1857.619995,1850.069946,1856.456006,1856.581673,1748.966251,1.82,24.02,14.41,-4.2,79.830002,19.3635865,1
3/31/2014,1875.180054,1859.160034,3274300000,1872.339966,1859.160034,1859.436011,1857.705339,1750.146151,1.77,23.98,13.88,-15.78,79.949997,19.29859279,1
4/1/2014,1885.839966,1873.959961,3336190000,1885.52002,1873.959961,1863.416016,1859.197339,1751.440101,1.89,23.49,13.1,-22.39,79.910004,19.2628785,1
4/2/2014,1893.170044,1883.790039,3131660000,1890.900024,1886.609985,1871.084009,1861.269006,1752.699401,1.85,23.48,13.09,-23.98,79.860001,17.60859036,0
4/3/2014,1893.800049,1882.650024,3055600000,1888.77002,1891.430054,1879.030005,1862.902006,1753.884201,1.83,23.709999,13.37,-6.61,79.800003,17.48573536,0
4/4/2014,1897.280029,1863.26001,3583750000,1865.089966,1890.25,1880.523999,1863.863338,1755.065001,1.83,23.889999,13.96,8.51,79.769997,18.40359071,0
4/7/2014,1864.040039,1841.47998,3801540000,1845.040039,1863.920044,1875.064014,1863.777673,1756.349251,1.85,23.780001,15.57,1.77,79.68,19.02358586,1
4/8/2014,1854.949951,1837.48999,3721450000,1851.959961,1845.47998,1868.352002,1864.005672,1757.646901,1.86,24.219999,14.89,-15.98,79.809998,18.57143743,1
4/9/2014,1872.430054,1852.380005,3308650000,1872.180054,1852.640015,1864.608008,1864.90634,1759.142351,1.88,24.469999,13.82,19.22,79.489998,18.68644514,0
4/10/2014,1872.530029,1830.869995,3758780000,1833.079956,1872.280029,1853.469995,1864.199337,1760.367601,1.84,24.450001,15.89,35.13,79.529999,20.19716114,0
4/11/2014,1835.069946,1814.359985,3743460000,1815.689941,1830.650024,1843.58999,1862.74067,1761.42975,1.85,24.440001,17.030001,26.06,79.519997,19.98715657,1
4/14/2014,1834.189941,1815.800049,3111540000,1830.609985,1818.180054,1840.703979,1862.23667,1762.516801,1.86,24.559999,16.18,20.76,79.489998,20.17215414,1
4/15/2014,1844.02002,1816.290039,3736440000,1842.97998,1831.449951,1838.907983,1861.205668,1763.7003,1.85,24.559999,15.61,7.8,79.139999,20.48429671,1
4/16/2014,1862.310059,1846.01001,3155080000,1862.310059,1846.01001,1836.933984,1860.822335,1764.937051,1.86,24.639999,14.18,8.69,79.220001,20.90501207,1
4/17/2014,1869.630005,1856.719971,3341430000,1864.849976,1861.72998,1843.287988,1860.416333,1766.190901,1.83,24.77,13.36,3.99,79.43,20.57073121,1
4/21/2014,1871.890015,1863.180054,2642500000,1871.890015,1865.790039,1854.528003,1860.211332,1767.473301,1.825,24.76,13.25,-1.72,79.900002,19.93858136,1
4/22/2014,1884.890015,1872.569946,3215440000,1879.550049,1872.569946,1864.316016,1860.290666,1768.711601,1.82,24.280001,13.19,2.54,79.900002,19.90286707,0
4/23/2014,1879.75,1873.910034,3085720000,1875.390015,1879.319946,1870.798023,1860.549333,1769.886251,1.84,24.24,13.27,-0.37,80.139999,19.65000714,1
4/24/2014,1884.060059,1870.23999,3191830000,1878.609985,1881.969971,1874.058008,1860.896334,1771.017701,1.87,24.34,13.32,13.95,80.07,19.84072457,0
4/25/2014,1877.719971,1859.699951,3213020000,1863.400024,1877.719971,1873.768018,1861.465003,1772.071602,1.87,24.01,14.06,9.47,80,18.76143993,1
4/28/2014,1877.01001,1850.609985,4034680000,1869.430054,1865,1873.276025,1862.408337,1773.043652,1.88,24.110001,13.97,3.52,80.040001,18.96072843,1
4/29/2014,1880.599976,1870.780029,3647820000,1878.329956,1870.780029,1873.032007,1863.058337,1774.034352,1.9,24.110001,13.71,-0.2,79.989998,18.51143993,1
4/30/2014,1885.199951,1872.689941,3779230000,1883.949951,1877.099976,1874.743994,1863.448336,1775.041602,1.89,23.83,13.41,0.54,80.040001,17.94286257,0
5/1/2014,1888.589966,1878.040039,3416740000,1883.680054,1884.390015,1875.758008,1864.212004,1776.078702,1.87,23.709999,13.25,2.96,80.099998,15.72071207,0
5/2/2014,1891.329956,1878.5,3159560000,1881.140015,1885.300049,1879.306006,1864.516337,1777.079852,1.83,23.799999,12.91,0,80.25,15.15785457,1
5/5/2014,1885.51001,1866.77002,2733730000,1884.660034,1879.449951,1882.352002,1865.121004,1778.056302,1.84,23.68,13.29,16.02,80.389999,15.17499671,0
5/6/2014,1883.689941,1867.719971,3327260000,1867.719971,1883.689941,1880.230005,1865.463672,1778.934452,1.85,23.73,13.8,7.62,80.349998,14.40428829,1
5/7/2014,1878.829956,1859.790039,3632950000,1878.209961,1868.530029,1879.082007,1865.883337,1779.847852,1.88,24.02,13.4,12.39,80.57,14.38356243,0
5/8/2014,1889.069946,1870.050049,3393420000,1875.630005,1877.390015,1877.471997,1866.652336,1780.764052,1.88,23.93,13.43,11.76,80.489998,14.81998121,1
5/9/2014,1878.569946,1867.02002,3025020000,1878.47998,1875.27002,1876.93999,1867.633667,1781.726752,1.89,23.860001,12.92,-2.66,80.370003,15.02283586,1
